session_id,user_id,content_type,date,device,duration_min,watch_completion_pct
S947950,U11393,C1031,2024-10-21,Tablet,60.0,0.32
S928938,U11352,C1189,2025-01-13,Tablet,52.0,
S559847,U11686,C1147,2024-02-24,Console,52.0,0.23
S989565,U10451,C1094,2021-05-03,Tablet,41.0,0.48
S338309,U10451,C1142,2022-02-09,Console,113.0,0.12
S708528,U10619,C1122,2023-10-01,Mobile,31.0,0.31
S396633,U10338,C1039,2022-02-03,Tablet,65.0,0.44
S436091,U11894,C1182,2024-04-11,Console,,
S869174,U10509,C1041,2024-08-28,Desktop,31.0,0.51
S725964,U11060,C1135,2024-10-01,Desktop,55.0,
S922866,U11463,C1175,2025-01-13,Tablet,22.0,0.3
S510130,U10970,C1165,2022-09-28,Tablet,29.0,
S913873,U11663,C1219,2024-05-24,Tablet,42.0,
S721533,U11106,C1060,2024-12-18,Console,63.0,
S403030,U11060,C1068,2022-07-10,Mobile,76.0,
S752884,U11484,C1055,2025-01-03,Desktop,69.0,0.47
S808106,U11119,C1143,2025-01-18,Console,36.0,
S267885,U11655,C1090,2024-12-24,Mobile,39.0,0.59
S825932,U11918,C1125,2024-08-12,Mobile,33.0,
S718719,U11315,C1017,2025-01-14,Mobile,48.0,0.62
S788948,U11792,C1149,2022-12-10,TV,56.0,0.89
S644801,U11148,C1124,2022-06-17,Mobile,66.0,
S491617,U12001,C1055,2023-09-04,Mobile,66.0,
S752625,U10594,C1189,2024-10-29,Desktop,49.0,0.47
S137825,U10547,C1021,2023-05-15,Console,47.0,0.12
S295520,U11764,C1086,2022-11-22,TV,76.0,0.21
S258332,U10242,C1211,2024-09-26,Console,30.0,
S363666,U10731,C1137,2022-07-16,Mobile,29.0,0.17
S865722,U12032,C1060,2023-06-17,Tablet,57.0,
S849586,U10709,C1163,2024-10-17,Mobile,40.0,0.24
S586774,U10808,C1045,2024-03-08,Mobile,32.0,0.16
S160796,U11343,C1050,2023-07-21,Desktop,73.0,0.31
S865736,U11190,C1025,2024-12-29,TV,43.0,0.26
S673332,U11978,C1074,2024-10-06,Desktop,22.0,0.14
S265709,U10870,C1167,2024-08-25,Desktop,34.0,0.32
S594937,U10035,C1202,2023-11-14,Tablet,37.0,0.31
S342214,U11495,C1118,2024-04-30,Mobile,30.0,0.6
S965036,U10048,C1066,2024-12-11,Desktop,78.0,
S804894,U10417,C1112,2021-08-15,Console,102.0,
S595763,U10993,C1122,2023-11-01,Console,51.0,0.03
S965112,U10105,C1169,2024-09-09,Mobile,37.0,0.22
S931789,U10474,C1208,2020-10-01,Console,90.0,0.28
S191501,U11078,C1011,2022-02-02,Console,26.0,0.56
S269625,U11856,C1174,2024-10-02,Desktop,90.0,0.22
S435430,U10538,C1187,2024-03-05,Desktop,25.0,0.55
S621394,U11760,C1082,2024-11-08,Mobile,153.0,0.76
S544752,U10253,C1055,2025-01-05,Mobile,77.0,
S745241,U11005,C1150,2022-11-17,Tablet,45.0,0.51
S185944,U10593,C1070,2024-04-05,Mobile,57.0,
S708058,U10843,C1099,2023-12-19,Mobile,48.0,0.26
S613008,U10801,C1005,2024-10-20,Console,91.0,
S108612,U11583,C1156,2024-03-17,TV,58.0,
S982348,U11616,C1198,2020-02-04,desktop,28.0,0.24
S824340,U10228,C1146,2023-07-20,Desktop,62.0,0.39
S896728,U11833,C1005,2024-12-01,TV,76.0,
S145294,U10568,C1173,2024-11-30,Desktop,59.0,0.36
S836857,U11212,C1131,2024-07-01,Tablet,14.0,0.22
S958685,U11397,C1156,2024-06-05,TV,24.0,
S123809,U11052,C1035,2023-07-02,TV,88.0,
S293011,U11450,C1195,2022-09-17,Tablet,103.0,0.33
S332483,U10946,C1050,2024-10-02,Console,45.0,0.37
S165830,U10574,C1060,2023-10-05,TV,80.0,0.86
S837078,U10406,C1202,2024-08-21,Tablet,24.0,
S302584,U11679,C1073,2023-07-16,Desktop,66.0,0.19
S129910,U11671,C1152,2024-04-01,Console,38.0,
S219570,U11520,C1165,2024-12-14,TV,25.0,
S196902,U11343,C1017,2025-01-25,Tablet,30.0,0.52
S769976,U10971,C1036,2022-08-16,Desktop,31.0,0.45
S977948,U11164,C1093,2023-11-09,Tablet,,
S453415,U11032,C1217,2024-12-09,Desktop,110.0,0.38
S993331,U11685,C1034,2024-08-09,Tablet,35.0,0.44
S939698,U10454,C1192,2024-12-16,Mobile,19.0,0.6
S543759,U11074,C1141,2024-04-26,Tablet,56.0,0.54
S646358,U11280,C1208,2025-01-15,Tablet,35.0,0.79
S392099,U11933,C1159,2024-03-13,Mobile,18.0,0.32
S188734,U10627,C1004,2025-01-03,Console,59.0,
S651181,U11497,C1064,2024-10-04,TV,55.0,0.36
S843337,U11939,C1184,2024-09-15,Desktop,48.0,
S632421,U10112,C1047,2022-06-16,Desktop,37.0,0.52
S216109,U11038,C1157,2024-02-18,Tablet,113.0,0.1
S969151,U10204,C1002,2023-09-23,Tablet,39.0,
S543197,U11624,C1010,2023-04-01,Desktop,46.0,
S317038,U11580,C1010,2022-07-07,Mobile,66.0,0.12
S668630,U11167,C1139,2024-09-03,Desktop,34.0,0.16
S248907,U11015,C1032,2022-12-30,TV,22.0,0.25
S194477,U10011,C1012,2023-04-04,Console,34.0,0.5
S690273,U11014,C1158,2024-12-27,Tablet,83.0,0.45
S951572,U10129,C1099,2024-07-23,Mobile,48.0,0.11
S502468,U10467,C1113,2024-10-07,Tablet,27.0,0.3
S631368,U11292,C1144,2024-06-30,Desktop,84.0,0.33
S925441,U10336,C1139,2024-12-06,Desktop,22.0,0.55
S609949,U11180,C1111,2023-07-31,Console,48.0,
S372272,U10403,C1013,2021-05-18,Console,82.0,0.11
S858144,U10253,C1162,2025-01-08,Console,88.0,0.18
S464559,U11519,C1031,2024-10-11,Console,35.0,0.23
S847367,U10069,C1093,2023-05-06,Desktop,56.0,0.08
S719177,U11671,C1062,2024-04-19,Console,46.0,
S594208,U10008,C1187,2023-05-18,Tablet,29.0,0.12
S468902,U10185,C1171,2025-01-03,Mobile,79.0,0.08
S592042,U10534,C1030,2024-01-09,Mobile,66.0,0.22
S430010,U11545,C1053,2023-03-19,Tablet,25.0,0.35
S691831,U10819,C1174,2022-03-12,TV,27.0,
S861165,U10857,C1075,2022-12-02,Console,42.0,0.61
S105701,U10543,C1152,2024-11-04,TV,47.0,0.46
S180949,U11030,C1066,2021-12-31,Tablet,130.0,0.22
S309450,U11687,C1005,2024-11-10,Console,23.0,
S945503,U10220,C1162,2024-12-30,TV,105.0,0.71
S107294,U11087,C1040,2024-02-08,Desktop,56.0,0.32
S657309,U11553,C1169,2022-07-25,TV,23.0,0.73
S932117,U10085,C1181,2024-06-05,Mobile,46.0,0.51
S388826,U10842,C1179,2022-09-20,Tablet,44.0,0.36
S940777,U11461,C1061,2023-11-07,Mobile,178.0,
S681409,U11466,C1175,2021-05-01,Tablet,38.0,0.36
S502182,U10384,C1192,2022-09-22,TV,20.0,0.01
S811403,U10742,C1217,2024-05-13,Mobile,21.0,
S434589,U11713,C1154,2024-12-31,Console,,0.14
S573329,U11947,C1088,2023-05-06,Mobile,44.0,0.29
S275109,U10888,C1060,2023-05-01,Desktop,,0.34
S622309,U10463,C1092,2021-08-14,Desktop,28.0,0.6
S647755,U11525,C1222,2022-04-27,Tablet,80.0,0.55
S946307,U11470,C1094,2024-04-12,TV,13.0,
S260522,U10670,C1205,2023-11-26,Mobile,66.0,0.56
S674805,U10100,C1017,2024-11-22,TV,34.0,0.89
S925342,U10549,C1039,2022-08-06,Tablet,112.0,0.12
S529219,U11034,C1194,2024-02-18,Tablet,34.0,0.39
S576545,U11297,C1026,2023-10-23,Mobile,51.0,0.33
S832270,U10450,C1097,2024-09-09,Tablet,30.0,0.4
S494179,U10805,C1091,2022-03-15,Tablet,102.0,0.4
S344875,U11095,C1082,2024-09-30,Mobile,51.0,0.12
S525790,U10016,C1217,2020-10-07,Console,45.0,0.22
S712045,U11095,C1040,2024-12-04,Mobile,68.0,0.19
S391528,U10047,C1084,2021-05-30,Console,41.0,
S411920,U11797,C1114,2022-06-10,Tablet,40.0,
S721124,U11935,C1106,2022-08-24,TV,25.0,0.23
S624396,U10518,C1140,2022-09-02,Tablet,73.0,
S669116,U11120,C1101,2023-08-15,Tablet,31.0,
S359639,U11053,C1161,2023-06-16,Mobile,153.0,0.56
S417346,U10334,C1216,2024-03-16,Desktop,37.0,
S668921,U10791,C1096,2023-12-08,Tablet,57.0,0.36
S883618,U10785,C1188,2024-09-02,Desktop,117.0,0.56
S691931,U11044,C1151,2024-01-25,Mobile,26.0,0.39
S458719,U10976,C1044,2021-11-24,Tablet,33.0,0.49
S682298,U10483,C1122,2022-06-17,TV,55.0,0.28
S666128,U10533,C1045,2020-08-04,Console,36.0,0.32
S328995,U10131,C1152,2024-01-21,Mobile,23.0,
S870207,U11960,C1018,2024-04-27,TV,61.0,0.56
S579219,U11924,C1213,2024-08-16,Tablet,,0.41
S448657,U10620,C1013,2022-12-04,Desktop,79.0,0.55
S650813,U11663,C1164,2024-08-14,Console,45.0,
S140614,U11319,C1048,2024-06-24,mobile,41.0,
S799811,U11003,C1185,2023-11-16,Console,16.0,
S521920,U12040,C1009,2024-12-03,TV,91.0,
S639979,U11804,C1074,2024-02-26,Tablet,17.0,
S225891,U11318,C1126,2024-11-30,Console,42.0,0.34
S330266,U11725,C1120,2023-03-30,Desktop,28.0,0.89
S677842,U10007,C1220,2025-01-18,Mobile,86.0,
S935042,U10718,C1094,2024-11-27,Tablet,78.0,
S238094,U11843,C1026,2024-11-30,Desktop,81.0,0.46
S596119,U10397,C1020,2023-03-18,Console,52.0,0.08
S783132,U10765,C1092,2023-11-25,Console,67.0,0.7
S752862,U10319,C1222,2022-06-15,Mobile,57.0,0.12
S152205,U10599,C1035,2024-04-30,Tablet,83.0,
S573838,U10740,C1182,2024-07-26,Mobile,29.0,
S678144,U11494,C1077,2025-01-11,Mobile,79.0,-0.01
S228973,U10641,C1188,2024-06-18,Desktop,39.0,0.66
S126262,U10997,C1218,2024-10-04,Desktop,15.0,0.33
S914083,U11723,C1004,2023-10-17,Tablet,55.0,
S262964,U10022,C1031,2022-10-18,Desktop,,0.24
S335805,U10319,C1188,2023-07-30,Mobile,34.0,0.2
S170282,U10002,C1062,2024-05-18,Desktop,58.0,
S439280,U10073,C1055,2023-06-01,Console,50.0,
S955713,U10640,C1017,2024-04-23,Console,74.0,0.23
S692146,U10125,C1134,2022-04-27,TV,35.0,0.46
S398004,U11536,C1049,2024-07-09,Tablet,40.0,
S497869,U11627,C1069,2024-09-12,Console,83.0,0.19
S113277,U11798,C1137,2025-01-20,Mobile,36.0,0.65
S366022,U11409,C1207,2023-10-14,Console,25.0,0.23
S579456,U11392,C1113,2024-11-17,Console,19.0,0.21
S213439,U11609,C1219,2022-10-04,Desktop,53.0,
S372196,U10936,C1154,2024-12-28,Console,59.0,0.51
S692091,U11663,C1012,2024-03-05,TV,64.0,0.48
S749734,U12048,C1045,2024-01-25,Mobile,45.0,0.17
S633833,U11626,C1022,2024-12-19,Desktop,27.0,0.33
S387865,U11784,C1103,2024-10-03,Tablet,,
S855151,U11516,C1045,2024-04-07,Mobile,41.0,
S967869,U10529,C1144,2024-05-24,Tablet,36.0,
S329756,U11865,C1196,2024-12-13,Desktop,25.0,0.45
S449787,U11609,C1198,2024-05-18,Mobile,22.0,0.32
S329557,U10567,C1004,2024-10-21,Tablet,20.0,
S622309,U11221,C1019,2023-06-09,Tablet,38.0,
S330020,U10335,C1042,2022-10-31,Tablet,46.0,
S155978,U10442,C1014,2022-10-22,Console,63.0,
S912640,U11239,C1076,2023-08-17,Mobile,23.0,0.24
S442061,U11044,C1201,2023-09-01,TV,91.0,
S908683,U12032,C1021,2024-09-20,TV,39.0,0.79
S334529,U10808,C1110,2024-08-28,Mobile,21.0,0.31
S403299,U11920,C1140,2024-05-06,Tablet,32.0,0.09
S765199,U10715,C1128,2024-12-29,Tablet,16.0,
S130378,U11768,C1184,2022-07-21,Tablet,54.0,0.25
S697734,U10307,C1219,2024-08-30,TV,50.0,
S125286,U10669,C1156,2025-01-22,Console,45.0,
S276283,U10046,C1097,2024-10-20,Console,70.0,0.14
S806380,U11042,C1109,2025-01-30,TV,20.0,
S536633,U11953,C1212,2024-11-29,Desktop,68.0,0.39
S901609,U10610,C1041,2023-07-08,Console,32.0,0.39
S423825,U11415,C1115,2022-12-27,Tablet,37.0,0.42
S389606,U11419,C1068,2023-07-13,Mobile,61.0,0.37
S816824,U10992,C1117,2022-07-12,Desktop,37.0,0.62
S560353,U10844,C1103,2024-12-29,Tablet,,0.5
S199439,U10326,C1020,2022-02-11,Mobile,31.0,0.72
S999925,U10797,C1057,2023-09-03,TV,49.0,0.38
S586427,U11648,C1078,2023-05-15,Tablet,105.0,0.28
S822261,U10315,C1165,2022-01-07,Mobile,67.0,
S509827,U10347,C1095,2024-11-05,TV,61.0,0.13
S638026,U10953,C1043,2024-05-19,TV,54.0,0.37
S814910,U11947,C1102,2024-10-01,Tablet,35.0,0.43
S718847,U11631,C1039,2024-11-30,Console,30.0,0.73
S812333,U11647,C1000,2025-01-02,Desktop,48.0,0.65
S601422,U10414,C1126,2025-01-14,Tablet,88.0,0.46
S836692,U10718,C1087,2022-10-08,Mobile,19.0,0.46
S789556,U10741,C1176,2024-11-19,TV,,0.41
S451436,U10999,C1164,2025-01-05,Tablet,81.0,0.75
S596524,U10167,C1098,2023-09-28,tv,18.0,
S643460,U10948,C1126,2021-09-30,Desktop,139.0,0.38
S874766,U10892,C1070,2024-06-06,Tablet,,
S141466,U10988,C1132,2023-05-16,Tablet,69.0,0.18
S614306,U10555,C1006,2024-10-10,Console,,0.54
S896772,U10720,C1078,2024-11-27,Tablet,37.0,
S927869,U11676,C1172,2022-04-24,TV,80.0,0.31
S854403,U11841,C1219,2022-10-25,Console,122.0,
S463702,U11451,C1151,2023-03-05,Tablet,39.0,
S359472,U12001,C1099,2024-04-28,Console,49.0,0.15
S349550,U12003,C1214,2024-12-29,Tablet,62.0,0.17
S772551,U12026,C1020,2024-06-23,Desktop,29.0,
S150886,U11980,C1089,2022-03-26,Desktop,45.0,0.74
S787867,U11191,C1091,2020-07-31,TV,48.0,
S950378,U10518,C1176,2023-06-24,Console,25.0,0.12
S664313,U11018,C1191,2025-01-09,Mobile,64.0,0.77
S789108,U11491,C1050,2024-06-09,Console,68.0,
S323465,U11244,C1175,2024-08-21,Mobile,69.0,
S895230,U10892,C1023,2024-04-19,console,63.0,0.44
S937159,U10014,C1060,2023-09-24,Tablet,40.0,0.17
S100401,U11058,C1085,2022-01-26,TV,23.0,0.44
S579250,U10595,C1114,2024-07-28,Mobile,35.0,0.76
S946205,U11723,C1045,2024-03-26,Tablet,38.0,
S672759,U10282,C1221,2023-08-25,Mobile,,
S627866,U10306,C1219,2023-07-07,Mobile,58.0,0.46
S930527,U11433,C1077,2024-08-22,Console,36.0,0.76
S344779,U11097,C1124,2025-01-31,Desktop,67.0,0.3
S141473,U11690,C1208,2024-05-26,TV,73.0,
S429703,U11374,C1090,2022-09-08,Console,23.0,
S215225,U11156,C1135,2022-11-15,Mobile,53.0,0.41
S110958,U11598,C1123,2024-11-09,TV,29.0,0.33
S319349,U11545,C1100,2023-05-03,TV,45.0,0.52
S219142,U11492,C1223,2021-07-01,console,24.0,0.24
S394456,U10243,C1010,2021-05-09,Tablet,127.0,0.54
S288748,U11976,C1148,2024-05-06,Console,168.0,
S853952,U11428,C1032,2024-03-14,Tablet,76.0,
S443307,U11816,C1133,2024-09-05,Console,,
S529276,U12051,C1179,2024-09-26,Tablet,85.0,0.73
S591403,U10877,C1184,2023-08-29,Tablet,50.0,0.54
S312754,U10857,C1147,2024-09-14,Console,44.0,
S268816,U11263,C1113,2022-06-01,Desktop,42.0,0.59
S511057,U11286,C1043,2024-09-29,Desktop,89.0,0.45
S307789,U10633,C1095,2024-08-10,Mobile,59.0,0.53
S724814,U11900,C1057,2024-09-26,Mobile,26.0,0.33
S264043,U10050,C1068,2023-10-18,Desktop,,0.21
S385173,U11486,C1000,2023-11-21,tablet,29.0,0.46
S330811,U11937,C1122,2025-01-08,Tablet,54.0,0.68
S943373,U10938,C1204,2024-08-11,Desktop,26.0,0.32
S898436,U11183,C1106,2022-08-12,Mobile,38.0,0.39
S496966,U10800,C1191,2024-02-22,Tablet,18.0,0.29
S477401,U10371,C1126,2024-06-11,Mobile,65.0,0.18
S343022,U11707,C1133,2023-05-24,TV,62.0,
S982115,U11487,C1066,2023-05-29,Desktop,24.0,
S439891,U10418,C1114,2023-07-22,Desktop,46.0,0.49
S385416,U11056,C1200,2025-01-11,Desktop,24.0,0.58
S152508,U11631,C1202,2024-11-21,Desktop,58.0,
S346274,U11412,C1056,2024-08-09,TV,38.0,0.29
S130305,U10175,C1015,2024-01-30,Mobile,26.0,0.31
S377937,U10182,C1008,2025-01-06,TV,40.0,0.63
S126054,U11700,C1050,2025-01-16,Tablet,34.0,
S182479,U11598,C1011,2024-05-04,Tablet,40.0,
S366527,U10025,C1128,2024-05-17,Desktop,37.0,
S543493,U11757,C1070,2022-10-24,Mobile,56.0,
S576680,U11026,C1178,2024-06-09,Mobile,29.0,0.58
S773610,U11579,C1068,2023-09-20,TV,17.0,0.61
S891904,U10128,C1080,2022-09-05,TV,44.0,
S477217,U11207,C1005,2023-05-26,TV,40.0,0.31
S475347,U10535,C1209,2022-12-27,Tablet,42.0,0.44
S268157,U11143,C1178,2022-11-06,Console,142.0,
S590511,U11587,C1166,2025-01-17,Mobile,50.0,0.63
S752221,U11189,C1166,2024-12-13,Tablet,59.0,0.35
S109198,U11543,C1188,2025-01-10,TV,34.0,0.25
S236922,U11889,C1055,2023-05-11,TV,55.0,
S959449,U10637,C1120,2023-03-25,Mobile,31.0,
S163726,U11352,C1053,2025-01-28,TV,53.0,0.26
S153322,U10183,C1139,2023-09-06,TV,31.0,0.51
S823794,U11585,C1111,2023-04-21,Tablet,19.0,0.15
S882903,U11946,C1109,2024-08-11,Tablet,59.0,0.45
S871982,U11132,C1142,2023-04-03,TV,50.0,0.51
S221445,U10614,C1003,2024-12-15,Console,72.0,
S188366,U12045,C1116,2024-08-26,Desktop,28.0,0.28
S106978,U10647,C1077,2024-04-28,Console,70.0,0.28
S267852,U11115,C1045,2024-10-25,Desktop,14.0,0.51
S542792,U10877,C1216,2024-09-01,Desktop,61.0,
S735117,U10168,C1129,2023-03-12,TV,42.0,0.0
S736964,U11369,C1184,2024-11-11,Mobile,81.0,0.72
S881733,U11872,C1082,2024-10-08,Console,31.0,
S970733,U11032,C1190,2024-11-13,TV,54.0,
S330410,U11555,C1078,2023-11-11,Tablet,107.0,0.28
S600830,U10511,C1222,2023-07-26,Console,80.0,0.62
S932857,U10192,C1067,2021-09-08,TV,33.0,0.24
S300906,U10405,C1055,2024-07-10,Mobile,53.0,
S237989,U11487,C1021,2021-09-28,Mobile,37.0,0.09
S300372,U11549,C1129,2022-01-28,mobile,36.0,
S717972,U11301,C1007,2023-12-24,TV,44.0,
S585924,U10021,C1087,2024-12-06,Mobile,90.0,0.6
S848700,U10879,C1125,2024-08-04,Mobile,38.0,0.08
S335822,U12056,C1008,2021-02-13,TV,54.0,
S106712,U11569,C1188,2023-04-15,Mobile,44.0,0.27
S775099,U11571,C1020,2024-03-26,Desktop,46.0,0.23
S898658,U10996,C1041,2023-12-23,TV,42.0,
S876923,U10054,C1082,2022-04-08,Desktop,61.0,
S279755,U10344,C1061,2024-04-10,Mobile,77.0,
S983011,U10781,C1209,2024-07-28,Console,73.0,0.66
S119354,U11926,C1210,2024-09-22,TV,101.0,0.36
S595742,U12044,C1046,2023-01-10,TV,44.0,0.3
S200285,U11630,C1210,2024-11-27,Mobile,34.0,
S583498,U11035,C1074,2023-10-30,Tablet,74.0,0.47
S194235,U11237,C1131,2024-06-06,Console,76.0,0.45
S567482,U10983,C1038,2022-11-21,TV,46.0,0.46
S808222,U10782,C1097,2023-05-05,Desktop,56.0,
S324510,U10308,C1015,2023-06-22,Desktop,,0.33
S224863,U11362,C1066,2024-08-14,Mobile,43.0,0.82
S818354,U10913,C1009,2024-06-09,Mobile,39.0,0.39
S765564,U10881,C1053,2024-04-24,Console,30.0,0.27
S869161,U11429,C1099,2021-10-28,Mobile,106.0,0.05
S773549,U11112,C1161,2022-12-27,TV,41.0,0.3
S263878,U10479,C1157,2023-09-15,Tablet,34.0,0.45
S460692,U11699,C1175,2023-03-14,Tablet,,
S560473,U12039,C1027,2024-01-30,Mobile,,0.74
S453572,U11298,C1172,2023-04-25,Console,52.0,
S732382,U11258,C1018,2021-11-14,Mobile,,0.36
S599019,U11030,C1015,2023-10-20,Tablet,104.0,
S652298,U10684,C1020,2024-12-16,TV,28.0,0.47
S717531,U10471,C1147,2023-11-24,TV,60.0,
S992839,U11633,C1136,2024-05-17,Console,68.0,0.72
S963587,U10098,C1213,2024-02-11,Tablet,19.0,0.47
S509141,U10816,C1133,2020-12-14,Console,49.0,0.68
S970157,U11697,C1044,2024-10-23,Console,60.0,
S460364,U10100,C1060,2024-08-13,Tablet,30.0,0.5
S837987,U10501,C1005,2024-12-18,Mobile,31.0,0.36
S616466,U10688,C1031,2024-05-21,Tablet,39.0,
S214309,U11342,C1071,2024-12-29,Tablet,14.0,0.4
S531678,U10521,C1097,2024-01-31,TV,72.0,0.46
S711931,U10595,C1091,2024-09-05,Desktop,49.0,
S953163,U10397,C1121,2023-04-29,Tablet,33.0,0.45
S653324,U10550,C1139,2023-01-12,Console,,0.24
S194687,U10882,C1206,2024-01-19,Desktop,80.0,0.06
S797974,U11483,C1115,2024-12-30,Tablet,32.0,0.73
S228214,U11047,C1062,2023-06-18,Console,61.0,0.22
S974980,U10925,C1097,2023-01-03,TV,37.0,
S675984,U10366,C1052,2024-09-30,Mobile,34.0,
S745100,U10000,C1221,2022-11-09,Mobile,138.0,
S547986,U10612,C1130,2024-09-09,Console,28.0,0.58
S940790,U10047,C1009,2022-01-08,Tablet,90.0,0.67
S684785,U11090,C1209,2023-09-22,Console,65.0,
S182311,U10806,C1060,2024-12-04,Desktop,57.0,
S807648,U11113,C1144,2022-08-17,Desktop,23.0,0.25
S796863,U11002,C1201,2021-02-01,Mobile,33.0,0.52
S552405,U10274,C1125,2024-07-22,Mobile,27.0,0.57
S626376,U10203,C1179,2022-09-22,TV,52.0,0.48
S674352,U10500,C1142,2024-05-11,Tablet,19.0,0.08
S800557,U10324,C1047,2022-11-12,Desktop,37.0,0.04
S282158,U10572,C1189,2021-09-16,Tablet,45.0,
S840698,U10924,C1186,2023-11-02,Desktop,30.0,0.24
S142493,U11617,C1176,2020-10-17,Tablet,44.0,
S428740,U10365,C1188,2023-09-22,Desktop,47.0,
S753934,U10679,C1133,2023-01-23,Mobile,27.0,0.18
S428395,U10793,C1023,2021-12-04,Console,43.0,0.2
S393343,U11529,C1001,2023-08-31,Mobile,27.0,0.28
S598834,U10434,C1007,2024-05-15,Desktop,37.0,0.53
S747978,U11132,C1024,2024-11-15,Console,58.0,0.25
S111932,U10281,C1194,2021-12-05,Tablet,31.0,0.51
S691312,U11886,C1027,2024-11-22,Desktop,17.0,0.7
S793512,U11668,C1184,2024-09-09,Tablet,30.0,
S311828,U10532,C1076,2024-11-18,Console,17.0,
S740837,U10397,C1057,2024-08-19,desktop,40.0,0.29
S170587,U11302,C1023,2024-03-16,Console,59.0,
S569267,U11606,C1077,2025-01-11,Mobile,32.0,0.62
S989126,U11965,C1181,2024-09-11,Desktop,22.0,0.6
S239494,U10858,C1096,2024-10-01,Desktop,75.0,
S945462,U11897,C1059,2024-10-31,Console,40.0,0.34
S380758,U11611,C1095,2020-07-23,Desktop,109.0,
S262279,U11659,C1120,2024-12-30,Tablet,77.0,0.54
S561995,U10790,C1115,2023-01-01,Console,86.0,
S911435,U10730,C1086,2024-04-14,TV,50.0,
S922787,U10613,C1172,2024-10-24,Console,33.0,0.17
S462752,U10553,C1147,2023-04-12,Tablet,64.0,0.2
S803677,U11603,C1196,2023-12-31,Tablet,88.0,0.27
S240420,U10118,C1099,2023-09-13,Tablet,31.0,0.15
S408882,U10322,C1158,2020-10-07,TV,23.0,0.57
S726069,U10433,C1172,2024-10-16,Console,16.0,0.33
S755411,U11571,C1128,2024-05-24,Console,39.0,
S393433,U11920,C1176,2024-03-13,Console,26.0,0.78
S542119,U10338,C1189,2024-10-15,Mobile,72.0,0.22
S603254,U10014,C1073,2024-02-20,TV,44.0,
S666985,U11586,C1047,2021-05-15,Console,59.0,0.25
S657681,U10461,C1165,2024-02-26,Desktop,55.0,0.38
S605107,U10682,C1162,2024-09-17,Tablet,42.0,
S598008,U10675,C1023,2021-10-03,Mobile,,0.16
S637722,U12022,C1120,2022-10-07,Console,31.0,0.15
S299563,U10088,C1149,2024-03-05,Desktop,43.0,
S341376,U10866,C1074,2023-06-11,Desktop,39.0,
S919791,U10420,C1107,2024-04-18,Console,56.0,0.22
S458536,U11506,C1178,2025-01-09,Desktop,,
S223260,U10000,C1001,2023-05-25,Tablet,47.0,
S729477,U11378,C1102,2024-12-19,Tablet,89.0,0.44
S783348,U11939,C1036,2024-05-22,Mobile,61.0,
S495396,U10141,C1035,2024-11-10,Mobile,,0.27
S936207,U10889,C1006,2024-01-18,Mobile,29.0,0.59
S180764,U11293,C1063,2021-05-19,Console,36.0,0.76
S802220,U10176,C1136,2022-12-10,console,92.0,0.18
S830539,U11806,C1073,2024-05-13,TV,62.0,0.59
S373462,U10148,C1127,2020-08-14,TV,174.0,0.9
S799704,U11193,C1146,2023-07-25,TV,51.0,0.68
S475697,U10176,C1207,2022-01-27,Desktop,43.0,0.53
S956486,U10793,C1158,2025-01-11,Desktop,46.0,0.44
S922517,U11530,C1042,2021-12-11,Tablet,62.0,0.4
S711730,U10332,C1202,2024-11-23,Desktop,27.0,0.47
S141210,U11339,C1161,2021-06-21,Mobile,35.0,
S691610,U10709,C1018,2023-11-10,TV,21.0,0.01
S332093,U11689,C1145,2024-07-08,Mobile,13.0,0.43
S721319,U11052,C1023,2023-07-19,tablet,55.0,
S665334,U10050,C1177,2024-01-12,Desktop,41.0,0.56
S608112,U11007,C1031,2022-04-07,TV,63.0,
S525568,U10922,C1087,2024-05-05,Tablet,33.0,0.53
S189126,U11301,C1016,2023-08-19,Console,28.0,
S872866,U10255,C1130,2024-07-16,Desktop,61.0,0.11
S152401,U11397,C1138,2021-12-16,Mobile,88.0,0.38
S402513,U11566,C1223,2025-01-31,Console,32.0,0.55
S898052,U11351,C1187,2024-09-04,Tablet,33.0,0.57
S423000,U10928,C1201,2022-09-23,mobile,62.0,0.2
S440467,U10771,C1220,2024-01-25,Mobile,65.0,0.32
S137484,U10213,C1010,2023-05-23,Desktop,24.0,
S623554,U11584,C1220,2024-07-21,Mobile,28.0,
S561008,U11488,C1037,2020-11-27,TV,59.0,0.5
S416102,U11147,C1189,2022-02-26,TV,,
S226445,U10175,C1025,2024-12-07,Console,,0.31
S598880,U11525,C1105,2024-01-09,TV,24.0,
S334252,U11546,C1211,2022-04-13,Console,42.0,0.57
S378896,U11111,C1074,2022-11-11,Mobile,31.0,0.35
S158481,U10327,C1194,2023-08-14,Tablet,22.0,0.34
S491072,U11284,C1093,2020-08-30,TV,102.0,0.49
S144732,U10899,C1049,2024-11-09,Mobile,27.0,0.45
S752721,U10293,C1164,2023-07-04,Console,68.0,
S186243,U11943,C1144,2022-07-10,Console,61.0,
S467358,U11709,C1182,2024-04-29,Desktop,21.0,0.38
S944762,U11723,C1206,2023-12-25,Tablet,40.0,0.28
S219932,U10886,C1091,2023-09-10,Tablet,,
S675977,U11231,C1094,2023-04-27,tablet,57.0,0.66
S297351,U11454,C1063,2024-12-23,Tablet,30.0,
S740741,U11991,C1007,2022-05-15,Console,29.0,0.31
