session_id,user_id,date,device,duration,title_id
S005691,U00535,2024-11-13,tv,14.0,T0182
S005692,U00841,2023-02-14,pc,3.0,T0080
S005693,U00964,2024-12-03,phone,11.0,T0024
S005694,U00316,2024-03-06,phone,17.0,T0082
S005695,U00734,2023-02-12,tv,2.0,T0104
S005696,U00269,2023-08-06,phone,5.0,T0026
S005697,U00600,2023-12-16,phone,16.0,T0149
S005698,U00796,2025-05-23,phone,9.0,T0046
S005699,U00875,2020-03-05,tv,2.0,T0019
S005700,U00437,2024-10-04,phone,4.0,T0108
S005701,U00355,2023-07-31,phone,96.0,T0033
S005702,U00240,2022-06-17,pc,7.0,T0157
S005703,U00134,2020-09-05,tv,2.0,T0014
S005704,U00352,2023-06-16,pc,31.0,T0084
S005705,U00860,2022-01-16,,5.0,T0011
S005706,U00407,2023-12-13,phone,12.0,T0077
S005707,U00302,2024-05-12,tv,22.0,T0187
S005708,U00735,2024-08-23,tv,67.0,T0131
S005709,U00201,2025-04-20,pc,21.0,T0108
S005710,U00244,2024-02-29,tv,9.0,T0032
S005711,U00935,2024-11-15,phone,1.0,T0063
S005712,U00085,2024-04-07,phone,9.0,T0077
S005713,U00401,2025-03-20,phone,14.0,T0116
S005714,U00560,2023-08-20,phone,26.0,T0042
S005715,U00214,2024-04-05,tv,77.0,
S005716,U00265,2024-08-01,pc,63.0,T0131
S005717,U00206,2022-12-16,pc,1.0,T0063
S005718,U00335,2021-09-28,phone,16.0,T0023
S005719,U00889,2025-02-14,tv,13.0,T0120
S005720,U00422,2023-10-14,phone,8.0,T0090
S005721,U00406,2025-03-31,pc,4.0,T0135
S005722,U00373,2023-07-27,tv,1.0,T0120
S005723,U00964,2024-10-27,phone,12.0,T0129
S005724,U00120,2023-05-02,tv,20.0,T0167
S005725,U00860,2021-12-03,phone,1.0,T0106
S005726,U00313,2023-01-26,phone,22.0,T0145
S005727,U00956,2022-11-11,phone,23.0,T0072
S005728,U00300,2025-04-16,phone,10.0,T0189
S005729,U00087,2024-12-18,tv,123.0,T0082
S005730,U00499,2024-03-31,tv,1.0,T0136
S005731,U00214,2024-09-29,tv,1.0,T0200
S005732,U00746,2024-05-27,pc,74.0,T0070
S005733,U00651,2022-02-07,phone,3.0,T0021
S005734,U00681,2023-02-25,tv,24.0,T0047
S005735,U00184,2021-05-31,pc,11.0,T0049
S005736,U00697,2024-04-16,phone,5.0,T0012
S005737,U00296,2025-10-08,pc,3.0,T0109
S005738,U00999,2024-09-13,pc,1.0,T0056
S005739,U00726,2025-03-25,tv,3.0,T0020
S005740,U00576,2023-08-31,pc,53.0,T0028
S005741,U00855,2023-02-27,phone,1.0,T0055
S005742,U00575,2024-01-15,tv,42.0,T0074
S005743,U00535,2024-10-30,tv,32.0,T0195
S005744,U00223,2025-02-04,tv,76.0,T0141
S005745,U00671,2023-01-20,tv,1.0,T0143
S005746,U00359,2024-04-10,tv,4.0,T0139
S005747,U00042,2024-03-31,phone,10.0,T0161
S005748,U00804,2024-07-09,,2.0,T0064
S005749,U00050,2024-04-10,,3.0,T0020
S005750,U00665,2022-12-25,tv,13.0,T0102
S005751,U00156,2023-11-18,tv,25.0,T0001
S005752,U00423,2023-04-26,pc,7.0,T0044
S005753,U00851,2023-10-31,tv,11.0,T0151
S005754,U00101,2024-08-07,tv,2.0,T0101
S005755,U00662,2021-05-08,tv,9.0,T0139
S005756,U00601,2021-03-17,pc,24.0,T0103
S005757,U00856,2021-02-23,pc,14.0,T0109
S005758,U00170,2024-10-17,tv,10.0,T0061
S005759,U00792,2022-11-29,phone,2.0,T0044
S005760,U00438,2024-07-22,pc,1.0,T0052
S005761,U00417,2024-08-14,pc,14.0,T0160
S005762,U00349,2025-02-03,tv,133.0,T0196
S005763,U00373,2023-01-13,tv,1.0,T0017
S005764,U00499,2025-02-06,pc,24.0,T0108
S005765,U00112,2025-04-01,tv,24.0,T0095
S005766,U00412,2024-11-26,tv,18.0,T0113
S005767,U00646,2022-09-02,tv,10.0,T0047
S005768,U00485,2022-06-14,tv,99.0,T0002
S005769,U00165,2025-10-07,phone,3.0,T0041
S005770,U00350,2025-04-10,tv,53.0,T0037
S005771,U00431,2024-11-30,pc,8.0,T0011
S005772,U00663,2023-06-01,phone,68.0,T0072
S005773,U00893,2020-06-22,pc,6.0,T0137
S005774,U00534,2022-05-04,pc,24.0,T0194
S005775,U00668,2024-04-29,phone,4.0,T0132
S005776,U00078,2025-04-01,tv,46.0,T0036
S005777,U00953,2024-09-01,pc,5.0,T0073
S005778,U00300,2025-10-08,phone,2.0,T0061
S005779,U00342,2024-08-05,pc,23.0,T0043
S005780,U00209,2023-12-19,tv,6.0,T0199
S005781,U00089,2024-03-03,tv,6.0,T0132
S005782,U00781,2025-01-27,tv,5.0,T0097
S005783,U00224,2021-09-08,tv,25.0,T0088
S005784,U00267,2024-12-10,phone,17.0,T0064
S005785,U00177,2024-10-18,phone,25.0,T0084
S005786,U00974,2022-10-28,phone,7.0,T0127
S005787,U00773,2024-09-22,tv,1.0,T0186
S005788,U00928,2023-12-25,tv,13.0,T0100
S005789,U00853,2023-10-16,tv,60.0,T0037
S005790,U00900,2023-04-23,phone,52.0,T0192
S005791,U00469,2022-01-23,phone,1.0,T0063
S005792,U00168,2023-12-19,tv,19.0,T0017
S005793,U00312,2023-12-09,tv,3.0,T0109
S005794,U00276,2025-05-17,tv,16.0,T0159
S005795,U00707,2025-03-24,tv,35.0,T0052
S005796,U00028,2023-12-29,phone,1.0,T0056
S005797,U00143,2024-10-13,phone,2.0,T0058
S005798,U00675,2023-11-05,tv,11.0,T0162
S005799,U00126,2024-10-11,pc,49.0,T0192
S005800,U00047,2024-03-12,phone,4.0,T0170
S005801,U00113,2022-07-04,pc,2.0,T0046
S005802,U00684,2021-05-16,pc,10.0,T0170
S005803,U00140,2022-02-15,tv,12.0,T0062
S005804,U00149,2021-10-24,tv,10.0,T0174
S005805,U00214,2024-07-16,tv,90.0,T0199
S005806,U00745,2025-01-27,tv,4.0,T0144
S005807,U00188,2024-04-16,phone,3.0,T0192
S005808,U00035,2022-12-18,pc,3.0,T0029
S005809,U00899,2024-06-12,phone,37.0,T0131
S005810,U00864,2022-01-02,tv,5.0,T0011
S005811,U00178,2020-03-08,tv,28.0,T0131
S005812,U00250,2024-05-12,pc,3.0,T0069
S005813,U00182,2023-09-05,tv,14.0,T0194
S005814,U00712,2022-02-14,tv,5.0,T0100
S005815,U00235,2021-11-15,pc,114.0,T0153
S005816,U00929,2025-06-11,phone,6.0,T0061
S005817,U00816,2025-07-06,tv,1.0,T0015
S005818,U00575,2025-06-24,tv,18.0,T0149
S005819,U00010,2024-12-07,tv,15.0,T0045
S005820,U00870,2022-02-02,tv,17.0,T0145
S005821,U00722,2023-03-17,tv,11.0,T0093
S005822,U00778,2025-02-03,phone,15.0,T0195
S005823,U00074,2023-07-07,pc,1.0,T0071
S005824,U00697,2023-03-25,phone,3.0,T0081
S005825,U00795,2025-04-22,phone,30.0,T0149
S005826,U00956,2022-09-17,phone,9.0,T0158
S005827,U00565,2024-05-05,phone,1.0,T0026
S005828,U00493,2022-05-15,tv,68.0,T0149
S005829,U00412,2025-03-08,tv,7.0,T0099
S005830,U00693,2024-07-15,tv,15.0,T0198
S005831,U00918,2022-11-21,phone,2.0,T0127
S005832,U00590,2023-10-08,tv,75.0,T0155
S005833,U00213,2023-02-12,phone,5.0,T0069
S005834,U00017,2021-02-01,tv,25.0,T0057
S005835,U00610,2024-09-06,phone,6.0,T0158
S005836,U00854,2024-11-17,pc,14.0,T0004
S005837,U00067,2024-02-09,tv,17.0,T0117
S005838,U00385,2025-05-26,phone,30.0,T0194
S005839,U00940,2021-10-19,pc,64.0,T0199
S005840,U00489,2023-04-24,pc,12.0,T0144
S005841,U00206,2023-11-27,phone,6.0,T0100
S005842,U00341,2022-07-02,tv,56.0,T0163
S005843,U00395,2021-07-19,phone,13.0,T0003
S005844,U00120,2022-10-04,phone,2.0,T0159
S005845,U00655,2025-01-12,phone,4.0,T0038
S005846,U00577,2022-05-13,tv,32.0,T0148
S005847,U00641,2021-12-02,phone,43.0,T0070
S005848,U00600,2022-12-11,tv,5.0,T0151
S005849,U00016,2024-10-12,tv,1.0,T0121
S005850,U00171,2025-04-22,phone,10.0,T0186
S005851,U00164,2022-05-10,phone,19.0,T0158
S005852,U00105,2024-11-18,pc,4.0,T0183
S005853,U00730,2025-08-09,tv,19.0,T0031
S005854,U00122,2023-10-22,pc,8.0,T0076
S005855,U00662,2023-04-11,phone,94.0,T0088
S005856,U00176,2022-05-10,tv,11.0,T0007
S005857,U00120,2022-05-29,pc,7.0,T0005
S005858,U00162,2023-12-30,pc,15.0,T0008
S005859,U00493,2023-07-19,tv,11.0,T0154
S005860,U00638,2025-05-25,tv,17.0,T0090
S005861,U00801,2024-03-09,tv,2.0,T0151
S005862,U00130,2023-10-30,pc,1.0,T0167
S005863,U00604,2025-07-19,pc,6.0,T0008
S005864,U00767,2022-01-26,phone,3.0,T0170
S005865,U00298,2021-12-08,tv,4.0,T0046
S005866,U00083,2025-06-09,pc,1.0,T0081
S005867,U00155,2022-08-20,tv,14.0,T0193
S005868,U00099,2022-10-28,tv,1.0,T0061
S005869,U00875,2020-04-10,phone,13.0,T0188
S005870,U00363,2023-07-29,phone,7.0,T0102
S005871,U00502,2023-12-22,tv,21.0,T0003
S005872,U00763,2020-07-04,pc,5.0,T0167
S005873,U00356,2021-07-13,pc,18.0,T0009
S005874,U00643,2023-10-17,pc,4.0,T0128
S005875,U00078,2025-03-11,pc,2.0,T0092
S005876,U00471,2023-05-20,phone,24.0,T0028
S005877,U00101,2025-08-02,phone,24.0,T0103
S005878,U00231,2022-01-24,tv,16.0,T0073
S005879,U00277,2021-03-16,pc,3.0,T0020
S005880,U00709,2021-09-01,tv,1.0,T0112
S005881,U00666,2024-07-13,tv,22.0,T0009
S005882,U00741,2024-02-03,tv,52.0,T0108
S005883,U00062,2023-10-16,tv,7.0,T0046
S005884,U00993,2020-06-03,phone,25.0,T0167
S005885,U00053,2024-06-02,tv,1.0,T0191
S005886,U00816,2025-06-12,tv,3.0,T0187
S005887,U00735,2024-06-03,phone,34.0,T0188
S005888,U00577,2025-06-26,pc,1.0,T0021
S005889,U00428,2024-02-08,tv,34.0,T0102
S005890,U00752,2023-02-07,phone,13.0,T0045
S005891,U00735,2024-09-24,,9.0,T0020
S005892,U00138,2022-10-27,phone,15.0,T0079
S005893,U00784,2022-04-02,phone,64.0,T0086
S005894,U00080,2021-07-25,tv,6.0,T0060
S005895,U00487,2023-06-20,,2.0,T0023
S005896,U00638,2025-01-27,pc,32.0,T0082
S005897,U00812,2022-11-11,tv,2.0,T0032
S005898,U00451,2024-12-31,tv,28.0,T0009
S005899,U00223,2025-04-20,pc,13.0,T0091
S005900,U00478,2020-11-05,phone,3.0,T0014
S005901,U00236,2024-08-12,phone,2.0,T0194
S005902,U00510,2022-06-28,pc,1.0,T0168
S005903,U00451,2024-06-06,phone,2.0,T0186
S005904,U00772,2021-09-26,tv,20.0,T0021
S005905,U00224,2022-02-12,phone,16.0,T0093
S005906,U00188,2024-12-26,phone,13.0,T0165
S005907,U00462,2024-07-20,phone,21.0,T0116
S005908,U00049,2023-10-15,phone,1.0,T0062
S005909,U00214,2025-02-25,phone,3.0,T0167
S005910,U00341,2022-04-20,phone,23.0,T0062
S005911,U00476,2024-09-14,tv,30.0,T0195
S005912,U00254,2025-05-16,tv,4.0,T0021
S005913,U00543,2023-12-11,tv,32.0,T0142
S005914,U00866,2024-03-09,phone,1.0,T0003
S005915,U00525,2023-03-21,pc,4.0,T0183
S005916,U00270,2023-05-15,phone,34.0,T0072
S005917,U00062,2023-05-13,phone,72.0,T0005
S005918,U00137,2023-10-20,pc,9.0,T0168
S005919,U00545,2022-08-14,phone,8.0,T0194
S005920,U00677,2020-08-05,phone,23.0,T0184
S005921,U00048,2024-01-05,tv,64.0,T0098
S005922,U00179,2022-08-18,phone,1.0,T0013
S005923,U00303,2024-05-15,tv,1.0,T0046
S005924,U00304,2025-06-29,phone,5.0,T0007
S005925,U00959,2022-07-19,pc,35.0,T0009
S005926,U00192,2022-05-13,tv,1.0,T0032
S005927,U00062,2025-09-12,phone,10.0,T0113
S005928,U00340,2021-11-13,phone,6.0,T0154
S005929,U00135,2025-08-28,phone,20.0,T0117
S005930,U00128,2023-03-10,tv,,T0041
S005931,U00393,2022-08-13,pc,17.0,T0121
S005932,U00293,2020-08-02,tv,15.0,T0047
S005933,U00099,2022-10-10,phone,8.0,T0093
S005934,U00593,2025-05-23,pc,13.0,T0178
S005935,U00489,2024-01-01,phone,91.0,T0027
S005936,U00078,2025-05-31,phone,13.0,T0175
S005937,U00853,2023-11-30,tv,58.0,T0055
S005938,U00269,2023-07-11,tv,9.0,T0135
S005939,U00962,2024-06-20,tv,1.0,T0053
S005940,U00929,2024-06-13,tv,13.0,T0033
S005941,U00424,2022-10-27,pc,28.0,T0091
S005942,U00214,2025-01-12,tv,50.0,T0077
S005943,U00825,2023-05-24,tv,7.0,T0102
S005944,U00349,2023-04-02,tv,62.0,T0048
S005945,U00163,2022-04-28,phone,46.0,T0196
S005946,U00534,2022-05-14,tv,1.0,T0135
S005947,U00478,2020-11-25,phone,37.0,T0169
S005948,U00841,2023-03-30,tv,8.0,T0156
S005949,U00723,2024-12-01,phone,8.0,T0145
S005950,U00864,2022-01-05,tv,40.0,T0029
S005951,U00730,2024-12-02,phone,8.0,T0118
S005952,U00637,2025-03-02,tv,1.0,T0180
S005953,U00487,2024-06-30,phone,8.0,T0020
S005954,U00985,2025-05-09,pc,5.0,T0093
S005955,U00960,2024-04-10,tv,92.0,T0037
S005956,U00841,2023-07-26,tv,23.0,T0160
S005957,U00767,2021-03-10,pc,1.0,T0187
S005958,U00561,2022-07-01,tv,50.0,T0011
S005959,U00246,2025-07-19,tv,1.0,T0161
S005960,U00863,2023-09-14,pc,10.0,T0073
S005961,U00012,2022-10-11,phone,4.0,T0193
S005962,U00213,2024-02-08,phone,19.0,T0003
S005963,U00390,2024-04-30,phone,25.0,T0039
S005964,U00574,2025-03-31,pc,4.0,T0144
S005965,U00544,2025-03-04,pc,2.0,T0156
S005966,U00172,2024-02-03,phone,62.0,T0016
S005967,U00109,2022-09-29,pc,105.0,T0033
S005968,U00207,2023-05-22,phone,8.0,T0068
S005969,U00336,2023-05-20,pc,2.0,T0007
S005970,U00015,2024-11-13,tv,53.0,T0157
S005971,U00686,2022-12-22,phone,36.0,T0134
S005972,U00231,2021-08-17,tv,62.0,T0150
S005973,U00338,2024-01-02,pc,26.0,T0094
S005974,U00324,2022-10-30,pc,29.0,T0129
S005975,U00495,2024-04-30,phone,59.0,T0115
S005976,U00852,2025-05-29,tv,1.0,T0139
S005977,U00151,2023-11-18,tv,6.0,T0091
S005978,U00329,2024-12-28,tv,11.0,T0131
S005979,U00686,2023-05-30,tv,2.0,T0130
S005980,U00043,2024-04-04,pc,13.0,T0129
S005981,U00821,2020-11-20,tv,15.0,T0175
S005982,U00962,2025-05-29,tv,83.0,T0070
S005983,U00595,2024-09-30,pc,6.0,T0176
S005984,U00956,2022-05-12,tv,7.0,T0006
S005985,U00401,2022-12-25,phone,12.0,T0098
S005986,U00402,2023-09-15,phone,21.0,
S005987,U00112,2024-12-17,pc,1.0,T0174
S005988,U00035,2022-07-19,phone,,T0010
S005989,U00229,2025-01-25,phone,8.0,T0044
S005990,U00468,2021-09-12,,2.0,T0094
S005991,U00493,2024-12-20,tv,2.0,T0164
S005992,U00204,2023-08-31,tv,62.0,T0093
S005993,U00601,2020-10-14,pc,18.0,T0128
S005994,U00177,2024-09-24,tv,1.0,T0036
S005995,U00312,2025-04-05,tv,21.0,T0189
S005996,U00185,2022-05-15,tv,20.0,T0157
S005997,U00689,2025-08-25,pc,1.0,T0009
S005998,U00496,2025-10-13,tv,22.0,T0141
S005999,U00730,2025-05-29,tv,50.0,T0026
S006000,U00057,2022-11-17,tv,11.0,T0112
S006001,U00412,2024-11-27,tv,20.0,T0142
S006002,U00966,2024-09-03,tv,8.0,T0186
S006003,U00052,2025-04-11,phone,44.0,T0015
S006004,U00407,2023-04-23,pc,19.0,T0058
S006005,U00039,2025-08-22,tv,20.0,T0139
S006006,U00149,2021-09-20,phone,3.0,T0053
S006007,U00451,2024-08-08,phone,16.0,T0143
S006008,U00157,2022-12-19,tv,20.0,T0037
S006009,U00499,2024-05-29,pc,50.0,T0033
S006010,U00921,2023-11-01,phone,25.0,T0109
S006011,U00188,2025-04-08,tv,1.0,T0138
S006012,U00112,2025-03-11,phone,14.0,T0042
S006013,U00816,2024-07-08,tv,19.0,T0175
S006014,U00449,2021-09-14,pc,1.0,T0174
S006015,U00869,2021-01-17,phone,24.0,T0017
S006016,U00293,2020-09-25,tv,4.0,T0061
S006017,U00616,2023-06-13,phone,5.0,T0112
S006018,U00923,2024-01-29,phone,84.0,T0099
S006019,U00169,2025-06-07,phone,26.0,T0051
S006020,U00793,2025-09-29,pc,1.0,T0106
S006021,U00622,2024-08-12,pc,11.0,T0193
S006022,U00801,2021-08-08,tv,15.0,T0062
S006023,U00168,2022-07-31,phone,22.0,T0044
S006024,U00424,2021-12-14,tv,7.0,T0148
S006025,U00130,2023-11-01,pc,28.0,T0115
S006026,U00962,2025-06-28,phone,18.0,T0139
S006027,U00063,2022-06-25,pc,19.0,T0130
S006028,U00067,2025-01-04,tv,4.0,T0153
S006029,U00889,2024-04-09,tv,24.0,T0146
S006030,U00285,2021-07-22,tv,11.0,T0122
S006031,U00586,2023-07-08,pc,50.0,T0091
S006032,U00271,2025-01-17,phone,35.0,T0093
S006033,U00642,2024-06-14,phone,1.0,T0054
S006034,U00183,2025-01-02,phone,21.0,T0090
S006035,U00448,2021-10-05,phone,1.0,T0122
S006036,U00515,2024-04-04,pc,1.0,T0144
S006037,U00323,2022-08-16,tv,16.0,T0155
S006038,U00239,2024-10-09,phone,3.0,T0076
S006039,U00141,2025-04-28,tv,27.0,T0147
S006040,U00695,2022-07-19,phone,6.0,T0088
S006041,U00166,2025-01-31,pc,35.0,T0072
S006042,U00276,2024-08-10,tv,9.0,T0033
S006043,U00325,2024-11-15,tv,9.0,T0054
S006044,U00444,2024-12-19,phone,20.0,T0136
S006045,U00693,2024-12-24,tv,1.0,T0044
S006046,U00415,2024-04-13,tv,12.0,T0016
S006047,U00859,2023-11-20,phone,9.0,T0055
S006048,U00673,2023-06-20,pc,28.0,T0199
S006049,U00830,2024-02-05,phone,15.0,T0030
S006050,U00704,2021-10-03,tv,32.0,T0029
S006051,U00151,2023-03-29,phone,7.0,T0081
S006052,U00976,2025-06-26,tv,23.0,T0077
S006053,U00777,2024-09-14,phone,2.0,T0185
S006054,U00554,2022-06-29,tv,24.0,T0048
S006055,U00164,2022-12-13,tv,43.0,T0084
S006056,U00170,2024-04-13,tv,10.0,T0059
S006057,U00603,2021-11-13,tv,42.0,T0050
S006058,U00403,2025-01-16,pc,6.0,T0065
S006059,U00668,2024-05-06,tv,7.0,T0052
S006060,U00356,2021-02-12,,9.0,T0144
S006061,U00495,2024-03-22,tv,1.0,T0159
S006062,U00181,2025-02-07,phone,4.0,T0036
S006063,U00155,2024-10-11,phone,9.0,T0100
S006064,U00078,2024-10-11,pc,5.0,T0053
S006065,U00809,2023-07-13,,2.0,T0174
S006066,U00538,2025-09-23,phone,13.0,T0021
S006067,U00946,2021-06-07,phone,14.0,T0082
S006068,U00743,2023-09-07,pc,1.0,T0067
S006069,U00763,2021-05-10,pc,2.0,T0073
S006070,U00494,2023-05-06,phone,2.0,T0189
S006071,U00804,2023-07-13,,19.0,T0109
S006072,U00941,2025-01-29,pc,24.0,T0077
S006073,U00715,2022-10-18,pc,8.0,T0162
S006074,U00112,2025-07-28,phone,1.0,T0156
S006075,U00644,2024-02-28,phone,21.0,T0029
S006076,U00122,2024-11-07,phone,13.0,T0093
S006077,U00078,2025-01-11,phone,16.0,T0083
S006078,U00687,2022-10-09,phone,8.0,T0090
S006079,U00825,2022-09-16,tv,1.0,T0070
S006080,U00159,2022-05-01,pc,18.0,T0165
S006081,U00077,2021-04-12,tv,1.0,T0200
S006082,U00875,2022-04-01,tv,1.0,T0006
S006083,U00133,2024-12-02,tv,12.0,T0172
S006084,U00035,2021-12-03,tv,20.0,T0173
S006085,U00715,2022-10-23,tv,44.0,T0074
S006086,U00841,2023-08-23,tv,37.0,T0098
S006087,U00495,2024-08-03,pc,4.0,T0021
S006088,U00522,2025-06-17,phone,14.0,T0071
S006089,U00325,2025-02-28,phone,32.0,T0048
S006090,U00223,2024-10-04,pc,3.0,T0182
S006091,U00749,2024-05-08,phone,43.0,T0022
S006092,U00841,2023-12-07,phone,25.0,T0068
S006093,U00306,2025-04-23,phone,1.0,T0097
S006094,U00259,2024-09-27,tv,69.0,T0196
S006095,U00252,2022-02-23,tv,24.0,T0164
S006096,U00049,2024-10-13,phone,13.0,T0188
S006097,U00265,2025-02-22,phone,8.0,T0063
S006098,U00028,2023-12-26,tv,12.0,T0054
S006099,U00780,2024-03-24,tv,49.0,T0115
S006100,U00243,2025-05-26,phone,27.0,T0069
S006101,U00684,2021-04-13,phone,2.0,T0004
S006102,U00525,2024-07-06,pc,43.0,T0163
S006103,U00829,2024-09-12,tv,1.0,T0019
S006104,U00962,2024-03-15,pc,19.0,T0040
S006105,U00353,2021-12-06,tv,24.0,T0189
S006106,U00096,2022-01-22,tv,4.0,T0147
S006107,U00743,2023-11-18,tv,11.0,T0129
S006108,U00020,2022-12-05,tv,42.0,T0026
S006109,U00209,2023-01-20,phone,94.0,T0051
S006110,U00052,2025-05-05,tv,27.0,T0042
S006111,U00889,2025-10-06,phone,16.0,T0129
S006112,U00005,2024-11-28,phone,25.0,T0101
S006113,U00479,2022-06-23,tv,18.0,T0073
S006114,U00411,2025-01-15,pc,37.0,T0150
S006115,U00646,2023-05-11,tv,1.0,T0156
S006116,U00273,2024-08-28,tv,1.0,T0148
S006117,U00862,2021-07-08,tv,4.0,T0022
S006118,U00729,2025-02-28,pc,1.0,T0122
S006119,U00423,2023-02-11,tv,14.0,T0043
S006120,U00345,2024-09-23,phone,70.0,T0055
S006121,U00804,2023-12-13,tv,40.0,T0196
S006122,U00752,2023-02-15,tv,8.0,T0084
S006123,U00385,2023-11-27,phone,1.0,T0158
S006124,U00331,2025-05-18,tv,22.0,T0050
S006125,U00038,2024-07-14,pc,3.0,T0195
S006126,U00086,2021-02-20,tv,10.0,T0056
S006127,U00053,2025-04-30,phone,18.0,T0037
S006128,U00027,2021-10-05,pc,6.0,T0065
S006129,U00154,2024-02-25,phone,16.0,T0035
S006130,U00848,2025-04-27,tv,1.0,T0120
S006131,U00790,2021-06-13,tv,4.0,T0029
S006132,U00838,2024-11-27,tv,9.0,T0042
S006133,U00613,2024-12-23,tv,34.0,T0141
S006134,U00613,2024-11-25,tv,26.0,T0009
S006135,U00127,2024-07-11,phone,1.0,T0089
S006136,U00691,2024-06-06,phone,13.0,T0139
S006137,U00264,2024-05-03,tv,27.0,T0090
S006138,U00499,2025-10-11,phone,62.0,T0005
S006139,U00953,2024-12-28,phone,10.0,T0032
S006140,U00859,2022-05-02,tv,8.0,T0195
S006141,U00217,2021-05-04,tv,27.0,T0155
S006142,U00730,2024-06-22,tv,78.0,T0071
S006143,U00108,2024-03-18,tv,33.0,T0175
S006144,U00029,2024-11-18,tv,14.0,T0002
S006145,U00029,2025-09-11,tv,19.0,T0010
S006146,U00168,2023-12-07,tv,48.0,T0177
S006147,U00688,2020-11-01,pc,1.0,T0135
S006148,U00350,2025-02-17,tv,1.0,T0120
S006149,U00016,2025-06-25,tv,11.0,T0069
S006150,U00985,2023-08-11,tv,4.0,T0164
S006151,U00515,2025-04-23,tv,36.0,T0122
S006152,U00381,2024-08-24,pc,65.0,T0088
S006153,U00499,2025-07-19,pc,17.0,T0077
S006154,U00499,2024-09-08,phone,18.0,T0071
S006155,U00459,2024-04-15,pc,1.0,T0116
S006156,U00602,2024-11-13,pc,15.0,T0132
S006157,U00874,2022-01-28,phone,53.0,T0161
S006158,U00286,2024-10-15,tv,34.0,T0082
S006159,U00475,2025-02-06,phone,1.0,T0051
S006160,U00004,2021-05-05,tv,1.0,T0112
S006161,U00852,2024-10-11,phone,14.0,T0117
S006162,U00292,2024-08-18,pc,1.0,T0056
S006163,U00255,2024-04-07,phone,1.0,T0015
S006164,U00998,2023-12-22,,1.0,T0067
S006165,U00571,2024-06-08,pc,20.0,T0015
S006166,U00125,2021-04-24,pc,1.0,T0017
S006167,U00250,2024-06-15,phone,7.0,T0194
S006168,U00340,2023-10-13,phone,16.0,T0157
S006169,U00983,2023-10-15,tv,9.0,T0008
S006170,U00419,2025-04-12,phone,4.0,T0070
S006171,U00214,2024-12-16,phone,68.0,T0051
S006172,U00551,2024-05-27,tv,7.0,T0195
S006173,U00391,2024-02-22,tv,5.0,T0088
S006174,U00054,2023-09-06,tv,27.0,T0052
S006175,U00852,2025-04-22,pc,121.0,T0127
S006176,U00016,2025-02-04,tv,1.0,T0096
S006177,U00889,2025-10-31,pc,65.0,T0038
S006178,U00782,2021-04-04,phone,2.0,T0062
S006179,U00078,2024-12-07,phone,3.0,T0026
S006180,U00717,2022-11-19,,31.0,T0139
S006181,U00765,2025-10-06,tv,18.0,T0195
S006182,U00591,2025-05-21,tv,2.0,T0162
S006183,U00561,2021-05-07,pc,6.0,T0076
S006184,U00048,2024-01-03,phone,49.0,T0098
S006185,U00059,2022-04-09,,1.0,T0013
S006186,U00722,2025-02-10,tv,37.0,T0074
S006187,U00112,2025-03-17,phone,1.0,T0007
S006188,U00226,2024-07-20,tv,21.0,T0149
S006189,U00486,2022-02-23,phone,25.0,T0182
S006190,U00163,2022-04-22,tv,8.0,T0039
S006191,U00781,2025-02-24,tv,3.0,T0135
S006192,U00798,2024-11-11,pc,2.0,T0120
S006193,U00834,2024-04-21,pc,56.0,T0084
S006194,U00048,2024-01-05,phone,32.0,T0147
S006195,U00415,2025-04-04,tv,13.0,T0136
S006196,U00840,2024-07-23,pc,1.0,T0054
S006197,U00350,2025-03-03,tv,3.0,T0160
S006198,U00689,2024-08-18,tv,3.0,T0132
S006199,U00575,2023-08-18,phone,3.0,T0063
S006200,U00335,2022-08-24,pc,28.0,T0148
S006201,U00260,2021-10-16,phone,19.0,T0129
S006202,U00646,2024-01-21,phone,12.0,T0024
S006203,U00134,2021-05-19,phone,1.0,T0034
S006204,U00852,2024-07-30,tv,1.0,T0065
S006205,U00560,2023-10-05,tv,12.0,T0009
S006206,U00114,2025-05-17,phone,1.0,T0082
S006207,U00694,2024-08-07,tv,6.0,T0093
S006208,U00421,2022-09-17,phone,8.0,T0156
S006209,U00192,2021-11-13,pc,27.0,T0035
S006210,U00962,2025-10-06,,5.0,T0114
S006211,U00712,2022-09-30,tv,1.0,T0133
S006212,U00579,2024-10-13,phone,20.0,T0090
S006213,U00841,2022-10-11,phone,17.0,T0182
S006214,U00525,2025-07-26,pc,7.0,T0064
S006215,U00430,2022-04-22,tv,1.0,T0082
S006216,U00182,2023-07-21,tv,1.0,T0001
S006217,U00154,2025-06-04,pc,3.0,T0083
S006218,U00423,2023-10-05,tv,3.0,T0005
S006219,U00445,2024-09-20,tv,8.0,T0197
S006220,U00728,2022-02-09,phone,23.0,T0049
S006221,U00430,2021-11-06,tv,1.0,T0163
S006222,U00580,2024-10-04,phone,1.0,T0024
S006223,U00824,2024-06-14,phone,48.0,T0055
S006224,U00992,2022-03-03,phone,15.0,T0024
S006225,U00308,2024-09-06,phone,60.0,T0074
S006226,U00894,2024-09-22,phone,12.0,T0121
S006227,U00797,2023-12-26,tv,52.0,T0084
S006228,U00069,2022-09-20,phone,9.0,T0122
S006229,U00324,2022-07-04,tv,2.0,T0162
